"CodeWilaya";"Wilaya";"Moughataa";"Commune";"Center";"CodeCentre";"CodeBureau";"NbInscrits";"nbVotant";"nbVoteNull";"nbVoteNeutre";"nbSuffrage";"nbVoix";"Candidat"
"15";"Nouakchott Sud";"El Mina";"El Mina";"Ecole 9";"11";"03";409;352;6;7;339;125;"KANE Hamidou Baba (Kane)"
"01";"Hodh Chargui";"Néma";"Bangou";"Dispensaire";"02";"01";400;170;13;0;157;124;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"01";"Hodh Chargui";"Néma";"Bangou";"Dispensaire";"02";"01";400;170;13;0;157;9;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"01";"Hodh Chargui";"Néma";"Bangou";"Dispensaire";"02";"01";400;170;13;0;157;17;"Biram Dah Dah ABEID (Biram)"
"01";"Hodh Chargui";"Néma";"Bangou";"Dispensaire";"02";"01";400;170;13;0;157;5;"Mohamed Sidi MAOULOUD (Maouloud)"
"01";"Hodh Chargui";"Néma";"Bangou";"Dispensaire";"02";"01";400;170;13;0;157;2;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"01";"Hodh Chargui";"Néma";"Bangou";"Dispensaire";"02";"01";400;170;13;0;157;0;"KANE Hamidou Baba (Kane)"
"02";"Hodh El Gharbi";"Tamcheket";"Sava";"Agweinit ecole";"01";"01";319;266;0;0;266;261;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"02";"Hodh El Gharbi";"Tamcheket";"Sava";"Agweinit ecole";"01";"01";319;266;0;0;266;4;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"02";"Hodh El Gharbi";"Tamcheket";"Sava";"Agweinit ecole";"01";"01";319;266;0;0;266;1;"Biram Dah Dah ABEID (Biram)"
"02";"Hodh El Gharbi";"Tamcheket";"Sava";"Agweinit ecole";"01";"01";319;266;0;0;266;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"02";"Hodh El Gharbi";"Tamcheket";"Sava";"Agweinit ecole";"01";"01";319;266;0;0;266;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"02";"Hodh El Gharbi";"Tamcheket";"Sava";"Agweinit ecole";"01";"01";319;266;0;0;266;0;"KANE Hamidou Baba (Kane)"
"01";"Hodh Chargui";"Bassiknou";"Dhar";"Gneiba";"07";"01";575;341;11;0;330;297;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"01";"Hodh Chargui";"Bassiknou";"Dhar";"Gneiba";"07";"01";575;341;11;0;330;25;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"01";"Hodh Chargui";"Bassiknou";"Dhar";"Gneiba";"07";"01";575;341;11;0;330;6;"Biram Dah Dah ABEID (Biram)"
"01";"Hodh Chargui";"Bassiknou";"Dhar";"Gneiba";"07";"01";575;341;11;0;330;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"01";"Hodh Chargui";"Bassiknou";"Dhar";"Gneiba";"07";"01";575;341;11;0;330;2;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"01";"Hodh Chargui";"Bassiknou";"Dhar";"Gneiba";"07";"01";575;341;11;0;330;0;"KANE Hamidou Baba (Kane)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Hassi Barka";"06";"01";454;307;3;1;303;296;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Hassi Barka";"06";"01";454;307;3;1;303;4;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Hassi Barka";"06";"01";454;307;3;1;303;1;"Biram Dah Dah ABEID (Biram)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Hassi Barka";"06";"01";454;307;3;1;303;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Hassi Barka";"06";"01";454;307;3;1;303;2;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Hassi Barka";"06";"01";454;307;3;1;303;0;"KANE Hamidou Baba (Kane)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Legrane";"07";"01";438;311;2;0;309;280;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Legrane";"07";"01";438;311;2;0;309;29;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Legrane";"07";"01";438;311;2;0;309;0;"Biram Dah Dah ABEID (Biram)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Legrane";"07";"01";438;311;2;0;309;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Legrane";"07";"01";438;311;2;0;309;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Legrane";"07";"01";438;311;2;0;309;0;"KANE Hamidou Baba (Kane)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Boumediane";"02";"01";183;87;1;0;86;70;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Boumediane";"02";"01";183;87;1;0;86;16;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Boumediane";"02";"01";183;87;1;0;86;0;"Biram Dah Dah ABEID (Biram)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Boumediane";"02";"01";183;87;1;0;86;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Boumediane";"02";"01";183;87;1;0;86;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Boumediane";"02";"01";183;87;1;0;86;0;"KANE Hamidou Baba (Kane)"
"06";"Trarza";"R'Kiz";"Bareine";"Ecole Bareina";"05";"02";456;238;0;3;235;163;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"06";"Trarza";"R'Kiz";"Bareine";"Ecole Bareina";"05";"02";456;238;0;3;235;12;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"06";"Trarza";"R'Kiz";"Bareine";"Ecole Bareina";"05";"02";456;238;0;3;235;25;"Biram Dah Dah ABEID (Biram)"
"06";"Trarza";"R'Kiz";"Bareine";"Ecole Bareina";"05";"02";456;238;0;3;235;33;"Mohamed Sidi MAOULOUD (Maouloud)"
"06";"Trarza";"R'Kiz";"Bareine";"Ecole Bareina";"05";"02";456;238;0;3;235;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"06";"Trarza";"R'Kiz";"Bareine";"Ecole Bareina";"05";"02";456;238;0;3;235;2;"KANE Hamidou Baba (Kane)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole Khattri";"16";"01";507;385;4;3;378;127;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole Khattri";"16";"01";507;385;4;3;378;185;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole Khattri";"16";"01";507;385;4;3;378;52;"Biram Dah Dah ABEID (Biram)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole Khattri";"16";"01";507;385;4;3;378;5;"Mohamed Sidi MAOULOUD (Maouloud)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole Khattri";"16";"01";507;385;4;3;378;8;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole Khattri";"16";"01";507;385;4;3;378;1;"KANE Hamidou Baba (Kane)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Elmetaaleg";"05";"01";111;25;1;1;23;21;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Elmetaaleg";"05";"01";111;25;1;1;23;2;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Elmetaaleg";"05";"01";111;25;1;1;23;0;"Biram Dah Dah ABEID (Biram)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Elmetaaleg";"05";"01";111;25;1;1;23;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Elmetaaleg";"05";"01";111;25;1;1;23;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"01";"Hodh Chargui";"Bassiknou";"El Megve";"Elmetaaleg";"05";"01";111;25;1;1;23;0;"KANE Hamidou Baba (Kane)"
"07";"Adrar";"Atar";"Ain Ehel Taya";"Ecole Ain";"05";"01";266;187;3;1;183;119;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"07";"Adrar";"Atar";"Ain Ehel Taya";"Ecole Ain";"05";"01";266;187;3;1;183;55;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"07";"Adrar";"Atar";"Ain Ehel Taya";"Ecole Ain";"05";"01";266;187;3;1;183;9;"Biram Dah Dah ABEID (Biram)"
"07";"Adrar";"Atar";"Ain Ehel Taya";"Ecole Ain";"05";"01";266;187;3;1;183;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"07";"Adrar";"Atar";"Ain Ehel Taya";"Ecole Ain";"05";"01";266;187;3;1;183;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"07";"Adrar";"Atar";"Ain Ehel Taya";"Ecole Ain";"05";"01";266;187;3;1;183;0;"KANE Hamidou Baba (Kane)"
"04";"Gorgol";"M'Bout";"Lahrach";"Ochkech";"03";"02";332;211;4;1;206;81;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"04";"Gorgol";"M'Bout";"Lahrach";"Ochkech";"03";"02";332;211;4;1;206;8;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"04";"Gorgol";"M'Bout";"Lahrach";"Ochkech";"03";"02";332;211;4;1;206;113;"Biram Dah Dah ABEID (Biram)"
"04";"Gorgol";"M'Bout";"Lahrach";"Ochkech";"03";"02";332;211;4;1;206;3;"Mohamed Sidi MAOULOUD (Maouloud)"
"04";"Gorgol";"M'Bout";"Lahrach";"Ochkech";"03";"02";332;211;4;1;206;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"04";"Gorgol";"M'Bout";"Lahrach";"Ochkech";"03";"02";332;211;4;1;206;1;"KANE Hamidou Baba (Kane)"
"05";"Brakna";"Aleg";"Bouhdide";"Ecole Lealeibat";"10";"02";491;290;4;0;286;197;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"05";"Brakna";"Aleg";"Bouhdide";"Ecole Lealeibat";"10";"02";491;290;4;0;286;86;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"05";"Brakna";"Aleg";"Bouhdide";"Ecole Lealeibat";"10";"02";491;290;4;0;286;2;"Biram Dah Dah ABEID (Biram)"
"05";"Brakna";"Aleg";"Bouhdide";"Ecole Lealeibat";"10";"02";491;290;4;0;286;1;"Mohamed Sidi MAOULOUD (Maouloud)"
"05";"Brakna";"Aleg";"Bouhdide";"Ecole Lealeibat";"10";"02";491;290;4;0;286;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"05";"Brakna";"Aleg";"Bouhdide";"Ecole Lealeibat";"10";"02";491;290;4;0;286;0;"KANE Hamidou Baba (Kane)"
"01";"Hodh Chargui";"Néma";"Oum Avnadech";"Ecole Soueil";"10";"01";294;183;13;2;168;99;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"01";"Hodh Chargui";"Néma";"Oum Avnadech";"Ecole Soueil";"10";"01";294;183;13;2;168;68;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"01";"Hodh Chargui";"Néma";"Oum Avnadech";"Ecole Soueil";"10";"01";294;183;13;2;168;0;"Biram Dah Dah ABEID (Biram)"
"01";"Hodh Chargui";"Néma";"Oum Avnadech";"Ecole Soueil";"10";"01";294;183;13;2;168;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"01";"Hodh Chargui";"Néma";"Oum Avnadech";"Ecole Soueil";"10";"01";294;183;13;2;168;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"01";"Hodh Chargui";"Néma";"Oum Avnadech";"Ecole Soueil";"10";"01";294;183;13;2;168;1;"KANE Hamidou Baba (Kane)"
"00";"Etranger";"Europe";"France";"Paris 1";"01";"02";563;349;8;3;338;86;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"00";"Etranger";"Europe";"France";"Paris 1";"01";"02";563;349;8;3;338;19;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"00";"Etranger";"Europe";"France";"Paris 1";"01";"02";563;349;8;3;338;101;"Biram Dah Dah ABEID (Biram)"
"00";"Etranger";"Europe";"France";"Paris 1";"01";"02";563;349;8;3;338;17;"Mohamed Sidi MAOULOUD (Maouloud)"
"00";"Etranger";"Europe";"France";"Paris 1";"01";"02";563;349;8;3;338;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"00";"Etranger";"Europe";"France";"Paris 1";"01";"02";563;349;8;3;338;115;"KANE Hamidou Baba (Kane)"
"12";"Inchiri";"Bennechab";"Bennechab";"Ecole Lejouad";"05";"01";338;288;11;0;277;186;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"12";"Inchiri";"Bennechab";"Bennechab";"Ecole Lejouad";"05";"01";338;288;11;0;277;87;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"12";"Inchiri";"Bennechab";"Bennechab";"Ecole Lejouad";"05";"01";338;288;11;0;277;2;"Biram Dah Dah ABEID (Biram)"
"12";"Inchiri";"Bennechab";"Bennechab";"Ecole Lejouad";"05";"01";338;288;11;0;277;2;"Mohamed Sidi MAOULOUD (Maouloud)"
"12";"Inchiri";"Bennechab";"Bennechab";"Ecole Lejouad";"05";"01";338;288;11;0;277;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"12";"Inchiri";"Bennechab";"Bennechab";"Ecole Lejouad";"05";"01";338;288;11;0;277;0;"KANE Hamidou Baba (Kane)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Lycée";"25";"02";525;339;6;8;325;54;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Lycée";"25";"02";525;339;6;8;325;58;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Lycée";"25";"02";525;339;6;8;325;119;"Biram Dah Dah ABEID (Biram)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Lycée";"25";"02";525;339;6;8;325;4;"Mohamed Sidi MAOULOUD (Maouloud)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Lycée";"25";"02";525;339;6;8;325;1;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Lycée";"25";"02";525;339;6;8;325;89;"KANE Hamidou Baba (Kane)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole El Hassen";"11";"04";481;340;21;5;314;169;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole El Hassen";"11";"04";481;340;21;5;314;74;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole El Hassen";"11";"04";481;340;21;5;314;39;"Biram Dah Dah ABEID (Biram)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole El Hassen";"11";"04";481;340;21;5;314;28;"Mohamed Sidi MAOULOUD (Maouloud)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole El Hassen";"11";"04";481;340;21;5;314;3;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole El Hassen";"11";"04";481;340;21;5;314;1;"KANE Hamidou Baba (Kane)"
"11";"Tiris Zemmour";"Zoueratt";"Zoueratt";"Tarhil";"24";"01";486;316;25;0;291;158;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"11";"Tiris Zemmour";"Zoueratt";"Zoueratt";"Tarhil";"24";"01";486;316;25;0;291;63;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"11";"Tiris Zemmour";"Zoueratt";"Zoueratt";"Tarhil";"24";"01";486;316;25;0;291;55;"Biram Dah Dah ABEID (Biram)"
"11";"Tiris Zemmour";"Zoueratt";"Zoueratt";"Tarhil";"24";"01";486;316;25;0;291;2;"Mohamed Sidi MAOULOUD (Maouloud)"
"11";"Tiris Zemmour";"Zoueratt";"Zoueratt";"Tarhil";"24";"01";486;316;25;0;291;1;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"11";"Tiris Zemmour";"Zoueratt";"Zoueratt";"Tarhil";"24";"01";486;316;25;0;291;12;"KANE Hamidou Baba (Kane)"
"01";"Hodh Chargui";"Timbedra";"Etouil";"El Hella";"09";"01";162;94;1;1;92;88;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"01";"Hodh Chargui";"Timbedra";"Etouil";"El Hella";"09";"01";162;94;1;1;92;1;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"01";"Hodh Chargui";"Timbedra";"Etouil";"El Hella";"09";"01";162;94;1;1;92;1;"Biram Dah Dah ABEID (Biram)"
"01";"Hodh Chargui";"Timbedra";"Etouil";"El Hella";"09";"01";162;94;1;1;92;1;"Mohamed Sidi MAOULOUD (Maouloud)"
"01";"Hodh Chargui";"Timbedra";"Etouil";"El Hella";"09";"01";162;94;1;1;92;1;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"01";"Hodh Chargui";"Timbedra";"Etouil";"El Hella";"09";"01";162;94;1;1;92;0;"KANE Hamidou Baba (Kane)"
"01";"Hodh Chargui";"Djiguenni";"Djiguenni";"Emarzeygue";"07";"01";298;256;6;0;250;223;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"01";"Hodh Chargui";"Djiguenni";"Djiguenni";"Emarzeygue";"07";"01";298;256;6;0;250;27;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"01";"Hodh Chargui";"Djiguenni";"Djiguenni";"Emarzeygue";"07";"01";298;256;6;0;250;0;"Biram Dah Dah ABEID (Biram)"
"01";"Hodh Chargui";"Djiguenni";"Djiguenni";"Emarzeygue";"07";"01";298;256;6;0;250;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"01";"Hodh Chargui";"Djiguenni";"Djiguenni";"Emarzeygue";"07";"01";298;256;6;0;250;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"01";"Hodh Chargui";"Djiguenni";"Djiguenni";"Emarzeygue";"07";"01";298;256;6;0;250;0;"KANE Hamidou Baba (Kane)"
"02";"Hodh El Gharbi";"Aïoun";"Doueirare";"Khweiwira";"11";"01";203;158;2;0;156;150;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"02";"Hodh El Gharbi";"Aïoun";"Doueirare";"Khweiwira";"11";"01";203;158;2;0;156;3;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"02";"Hodh El Gharbi";"Aïoun";"Doueirare";"Khweiwira";"11";"01";203;158;2;0;156;3;"Biram Dah Dah ABEID (Biram)"
"02";"Hodh El Gharbi";"Aïoun";"Doueirare";"Khweiwira";"11";"01";203;158;2;0;156;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"02";"Hodh El Gharbi";"Aïoun";"Doueirare";"Khweiwira";"11";"01";203;158;2;0;156;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"02";"Hodh El Gharbi";"Aïoun";"Doueirare";"Khweiwira";"11";"01";203;158;2;0;156;0;"KANE Hamidou Baba (Kane)"
"05";"Brakna";"Bababé";"Aere M'Bar";"Ecole Sine Boussobe";"10";"01";429;297;2;14;281;31;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"05";"Brakna";"Bababé";"Aere M'Bar";"Ecole Sine Boussobe";"10";"01";429;297;2;14;281;2;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"05";"Brakna";"Bababé";"Aere M'Bar";"Ecole Sine Boussobe";"10";"01";429;297;2;14;281;16;"Biram Dah Dah ABEID (Biram)"
"05";"Brakna";"Bababé";"Aere M'Bar";"Ecole Sine Boussobe";"10";"01";429;297;2;14;281;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"05";"Brakna";"Bababé";"Aere M'Bar";"Ecole Sine Boussobe";"10";"01";429;297;2;14;281;1;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"05";"Brakna";"Bababé";"Aere M'Bar";"Ecole Sine Boussobe";"10";"01";429;297;2;14;281;231;"KANE Hamidou Baba (Kane)"
"04";"Gorgol";"M'Bout";"Targuent Ehl Moulaye Ely";"El Mettawla";"04";"01";435;211;5;1;205;71;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"04";"Gorgol";"M'Bout";"Targuent Ehl Moulaye Ely";"El Mettawla";"04";"01";435;211;5;1;205;3;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"04";"Gorgol";"M'Bout";"Targuent Ehl Moulaye Ely";"El Mettawla";"04";"01";435;211;5;1;205;124;"Biram Dah Dah ABEID (Biram)"
"04";"Gorgol";"M'Bout";"Targuent Ehl Moulaye Ely";"El Mettawla";"04";"01";435;211;5;1;205;3;"Mohamed Sidi MAOULOUD (Maouloud)"
"04";"Gorgol";"M'Bout";"Targuent Ehl Moulaye Ely";"El Mettawla";"04";"01";435;211;5;1;205;1;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"04";"Gorgol";"M'Bout";"Targuent Ehl Moulaye Ely";"El Mettawla";"04";"01";435;211;5;1;205;3;"KANE Hamidou Baba (Kane)"
"07";"Adrar";"Atar";"Ain Ehel Taya";"Ecole Azougui";"06";"01";451;240;15;1;224;186;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"07";"Adrar";"Atar";"Ain Ehel Taya";"Ecole Azougui";"06";"01";451;240;15;1;224;30;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"07";"Adrar";"Atar";"Ain Ehel Taya";"Ecole Azougui";"06";"01";451;240;15;1;224;6;"Biram Dah Dah ABEID (Biram)"
"07";"Adrar";"Atar";"Ain Ehel Taya";"Ecole Azougui";"06";"01";451;240;15;1;224;2;"Mohamed Sidi MAOULOUD (Maouloud)"
"07";"Adrar";"Atar";"Ain Ehel Taya";"Ecole Azougui";"06";"01";451;240;15;1;224;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"07";"Adrar";"Atar";"Ain Ehel Taya";"Ecole Azougui";"06";"01";451;240;15;1;224;0;"KANE Hamidou Baba (Kane)"
"08";"Dakhlet Nouadhibou";"Nouadhibou";"Nouadhibou";"Ecole 13 Baghdad";"12";"01";574;422;16;2;404;147;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"08";"Dakhlet Nouadhibou";"Nouadhibou";"Nouadhibou";"Ecole 13 Baghdad";"12";"01";574;422;16;2;404;86;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"08";"Dakhlet Nouadhibou";"Nouadhibou";"Nouadhibou";"Ecole 13 Baghdad";"12";"01";574;422;16;2;404;118;"Biram Dah Dah ABEID (Biram)"
"08";"Dakhlet Nouadhibou";"Nouadhibou";"Nouadhibou";"Ecole 13 Baghdad";"12";"01";574;422;16;2;404;17;"Mohamed Sidi MAOULOUD (Maouloud)"
"08";"Dakhlet Nouadhibou";"Nouadhibou";"Nouadhibou";"Ecole 13 Baghdad";"12";"01";574;422;16;2;404;4;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"08";"Dakhlet Nouadhibou";"Nouadhibou";"Nouadhibou";"Ecole 13 Baghdad";"12";"01";574;422;16;2;404;32;"KANE Hamidou Baba (Kane)"
"02";"Hodh El Gharbi";"Koubenni";"Leghlig";"Oum Lehmam";"07";"01";186;143;12;0;131;77;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"02";"Hodh El Gharbi";"Koubenni";"Leghlig";"Oum Lehmam";"07";"01";186;143;12;0;131;54;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"02";"Hodh El Gharbi";"Koubenni";"Leghlig";"Oum Lehmam";"07";"01";186;143;12;0;131;0;"Biram Dah Dah ABEID (Biram)"
"02";"Hodh El Gharbi";"Koubenni";"Leghlig";"Oum Lehmam";"07";"01";186;143;12;0;131;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"02";"Hodh El Gharbi";"Koubenni";"Leghlig";"Oum Lehmam";"07";"01";186;143;12;0;131;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"02";"Hodh El Gharbi";"Koubenni";"Leghlig";"Oum Lehmam";"07";"01";186;143;12;0;131;0;"KANE Hamidou Baba (Kane)"
"13";"Nouakchott Ouest";"Sebkha";"Sebkha";"Collége 1";"01";"03";499;290;4;4;282;67;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"13";"Nouakchott Ouest";"Sebkha";"Sebkha";"Collége 1";"01";"03";499;290;4;4;282;30;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"13";"Nouakchott Ouest";"Sebkha";"Sebkha";"Collége 1";"01";"03";499;290;4;4;282;118;"Biram Dah Dah ABEID (Biram)"
"13";"Nouakchott Ouest";"Sebkha";"Sebkha";"Collége 1";"01";"03";499;290;4;4;282;5;"Mohamed Sidi MAOULOUD (Maouloud)"
"13";"Nouakchott Ouest";"Sebkha";"Sebkha";"Collége 1";"01";"03";499;290;4;4;282;1;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"13";"Nouakchott Ouest";"Sebkha";"Sebkha";"Collége 1";"01";"03";499;290;4;4;282;61;"KANE Hamidou Baba (Kane)"
"12";"Inchiri";"Akjoujt";"Akjoujt";"Lycée";"15";"02";489;292;5;3;284;149;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"12";"Inchiri";"Akjoujt";"Akjoujt";"Lycée";"15";"02";489;292;5;3;284;76;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"12";"Inchiri";"Akjoujt";"Akjoujt";"Lycée";"15";"02";489;292;5;3;284;35;"Biram Dah Dah ABEID (Biram)"
"12";"Inchiri";"Akjoujt";"Akjoujt";"Lycée";"15";"02";489;292;5;3;284;4;"Mohamed Sidi MAOULOUD (Maouloud)"
"12";"Inchiri";"Akjoujt";"Akjoujt";"Lycée";"15";"02";489;292;5;3;284;3;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"12";"Inchiri";"Akjoujt";"Akjoujt";"Lycée";"15";"02";489;292;5;3;284;17;"KANE Hamidou Baba (Kane)"
